year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,log_total_emissions_MtCO2e,country
1981,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,9.268656529232624,Million tonnes/yr,25.156422406867776,3.2640947590894935,USA
1981,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,3.440288677135632,Million tonnes/yr,10.206019135433998,2.4164510567477384,USA
1982,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,12.262432589018452,Million tonnes/yr,33.28194684657596,3.534618884607494,USA
1982,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.551501919683519,Million tonnes/yr,13.502563315683982,2.6743254141947155,USA
1983,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,12.053361220018164,Million tonnes/yr,32.714498084701425,3.5179279550729574,USA
1983,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.473899965571031,Million tonnes/yr,13.272348033494776,2.658323961295285,USA
1984,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,15.575155142567125,Million tonnes/yr,42.27313641229047,3.767532036294224,USA
1984,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.7810999613131,Million tonnes/yr,17.15030986241046,2.8986876328742457,USA
1985,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,16.148116550654155,Million tonnes/yr,43.828233330512816,3.8028381491934753,USA
1985,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.993768606010427,Million tonnes/yr,17.781216295266805,2.9328572371390917,USA
1986,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,15.368730249118515,Million tonnes/yr,41.71287055299276,3.754500292920144,USA
1986,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.704480311473708,Million tonnes/yr,16.923008700851486,2.886085289706659,USA
1987,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.737107695502017,Million tonnes/yr,31.856142051624044,3.4921387001055897,USA
1987,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.356514731943595,Million tonnes/yr,12.924110994963325,2.6336219414028643,USA
1988,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.247510190181517,Million tonnes/yr,30.527306355280576,3.450854038739761,USA
1988,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.174788638282516,Million tonnes/yr,12.384999262381376,2.5941346218644603,USA
1989,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.181348373964957,Million tonnes/yr,30.34773398783984,3.4451419833768875,USA
1989,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.150231058671015,Million tonnes/yr,12.312146327364424,2.588676876158195,USA
1990,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,12.372261211014052,Million tonnes/yr,33.58003699573313,3.5432765501138297,USA
1990,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.592267502564365,Million tonnes/yr,13.623499189965164,2.682629768362619,USA
1991,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.181348373964957,Million tonnes/yr,30.34773398783984,3.4451419833768875,USA
1991,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.150231058671015,Million tonnes/yr,12.312146327364424,2.588676876158195,USA
1992,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,11.909128443066502,Million tonnes/yr,32.32303027591297,3.5062487578186787,USA
1992,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.420364440747886,Million tonnes/yr,13.11352863139,2.6471338147834436,USA
1993,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,14.55560142739063,Million tonnes/yr,39.50592588457501,3.701448281546693,USA
1993,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,5.402667649702173,Million tonnes/yr,16.02764610473319,2.8348382646123476,USA
1994,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,16.77202255641146,Million tonnes/yr,45.521600969448514,3.8399167417067996,USA
1994,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,6.2253465875529255,Million tonnes/yr,18.468219489700992,2.9687833662913072,USA
1995,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,18.988443685432287,Million tonnes/yr,51.537276054322,3.9615229377348937,USA
1995,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,7.048025525403679,Million tonnes/yr,20.908792874668784,3.086888057368874,USA
1996,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,21.105622067448436,Million tonnes/yr,57.283592526478145,4.06532062195426,USA
1996,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,7.833868092929985,Million tonnes/yr,23.24008685441985,3.1880077442978236,USA
1997,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,22.857587186209894,Million tonnes/yr,62.0386694279318,4.14374833853645,USA
1997,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,8.484152816827713,Million tonnes/yr,25.169232620497368,3.264584393242332,USA
1998,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,17.8717227653,Million tonnes/yr,48.50634022356468,3.902100746696959,USA
1998,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,16.5109316918,Million tonnes/yr,48.98161189503893,3.9116551756878595,USA
1999,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,64.2218637621858,Million tonnes/yr,174.3070667752557,5.166539103580469,USA
1999,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.6831530398142,Million tonnes/yr,73.22546329366008,4.307107262377196,USA
2000,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,70.05220060457623,Million tonnes/yr,190.13141153535227,5.252961209980099,USA
2000,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.658858111023765,Million tonnes/yr,73.15338954305389,4.306135779515632,USA
2001,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,76.09718849482145,Million tonnes/yr,206.53834908145632,5.335316137444984,USA
2001,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.147753919678546,Million tonnes/yr,71.63713912147213,4.285476349176487,USA
2002,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,81.04729101787379,Million tonnes/yr,219.9736155231956,5.398043307617714,USA
2002,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,23.280024617126205,Million tonnes/yr,69.06291855530746,4.249393674842116,USA
2003,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.94250397513491,Million tonnes/yr,252.25887723601497,5.534412195766229,USA
2003,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.62775822916508,Million tonnes/yr,76.02774517832216,4.344165683942701,USA
2004,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.34892979226238,Million tonnes/yr,231.6488611975803,5.4495302833617645,USA
2004,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.69370835597357,Million tonnes/yr,73.25677687481942,4.3075290445592,USA
2005,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,92.29127152466528,Million tonnes/yr,250.49134182703696,5.527408562812159,USA
2005,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,24.918199608856305,Million tonnes/yr,73.92275645899964,4.316457668930573,USA
2006,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.66626943926224,Million tonnes/yr,265.07983343303994,5.5837963894411144,USA
2006,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.258524202959354,Million tonnes/yr,74.93236921119647,4.3298430653090945,USA
2007,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,97.46955691087057,Million tonnes/yr,264.54592828278044,5.581787813603727,USA
2007,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,25.81811435004381,Million tonnes/yr,76.59245889701305,4.351470243304769,USA
2008,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,94.96980121769623,Million tonnes/yr,257.7612437998532,5.555905797934418,USA
2008,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,26.50348194793975,Million tonnes/yr,78.62568211616342,4.377336680463652,USA
2009,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,87.66007126059395,Million tonnes/yr,237.9216204519564,5.476135550245075,USA
2009,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.745444502706047,Million tonnes/yr,67.47702405946032,4.226498273813562,USA
2010,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,85.5573283317243,Million tonnes/yr,232.21448380654672,5.451958561495112,USA
2010,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,22.67092171397569,Million tonnes/yr,67.25594348187312,4.223264514256968,USA
2011,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,90.05412926709063,Million tonnes/yr,244.41942671848767,5.502968692625568,USA
2011,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,20.404306152394064,Million tonnes/yr,60.53176305250428,4.11955351388495,USA
2012,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,80.2866733365,Million tonnes/yr,217.9091933901256,5.388657001774493,USA
2012,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.4160391947,Million tonnes/yr,54.633336344466514,4.018782596124301,USA
2013,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,60.579697010073,Million tonnes/yr,164.42171985324765,5.108498091097923,USA
2013,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,18.266352176615,Million tonnes/yr,54.18927228058291,4.0107685916529885,USA
2014,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,57.59632918761135,Million tonnes/yr,156.32444481665544,5.05831020051216,USA
2014,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,15.117995421885652,Million tonnes/yr,44.849303371144266,3.8253600049369787,USA
2015,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,50.586582937367766,Million tonnes/yr,137.29901895478196,4.929418145043108,USA
2015,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.278063724134231,Million tonnes/yr,39.39093057820256,3.698605269126759,USA
2016,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,8.907515583859611,Million tonnes/yr,24.176235673055206,3.225900520738915,USA
2016,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,2.3380618475443886,Million tonnes/yr,6.936134201311805,2.0714262802871475,USA
2017,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,6.2614533261980005,Million tonnes/yr,16.994454833657027,2.8900636456376256,USA
2017,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,3.408328042093,Million tonnes/yr,10.11120416976161,2.4079539838953443,USA
2018,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,0.539780459155,Million tonnes/yr,1.2789710429589585,0.8237240441534078,USA
2018,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.690828269377,Million tonnes/yr,15.445699097584836,2.8000639899922213,USA
2018,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,4.310078926799,Million tonnes/yr,12.78635374249066,2.623679243679498,USA
2019,Alpha Metallurgical Resources,Investor-owned Company,Thermal Coal,3.718588406851,Million tonnes/yr,8.810928243846673,2.2834968913074656,USA
2019,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,5.936677856656,Million tonnes/yr,16.112969057005447,2.839836600436457,USA
2019,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,9.731470563623,Million tonnes/yr,28.869546747147403,3.3968394579296755,USA
2020,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,2.203574345021,Million tonnes/yr,5.980807127057797,1.9431645443381247,USA
2020,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,10.832804139109,Million tonnes/yr,32.13678173838791,3.500643896190129,USA
2021,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,1.147600471985,Million tonnes/yr,3.1147472275537726,1.4145774051593898,USA
2021,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.279506489262,Million tonnes/yr,39.39521070986703,3.6987112311544093,USA
2022,Alpha Metallurgical Resources,Investor-owned Company,Bituminous Coal,0.8164746441,Million tonnes/yr,2.216025695492803,1.1681463411768416,USA
2022,Alpha Metallurgical Resources,Investor-owned Company,Metallurgical Coal,13.551664703962,Million tonnes/yr,40.20259991692812,3.7185013591442666,USA
1988,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,0.907194049,Million tonnes/yr,2.4622507727697807,1.2419188899393887,USA
1989,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,2.0487465603559354,Million tonnes/yr,5.560582994351005,1.8810794700972886,USA
1990,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,3.1902990726190645,Million tonnes/yr,8.65891521839448,2.267881345686277,USA
1991,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,4.331851583975,Million tonnes/yr,11.757247439975703,2.5460995367759547,USA
1992,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,5.473404095330936,Million tonnes/yr,14.855579661556929,2.7635214674958877,USA
1993,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,6.614956607594065,Million tonnes/yr,17.953911885600405,2.942010342182096,USA
1994,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,7.75650911895,Million tonnes/yr,21.052244107181632,3.0934143702826047,USA
1995,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,8.898061630305936,Million tonnes/yr,24.15057632876285,3.224880811939763,USA
1996,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,10.039614145290647,Million tonnes/yr,27.24890856019308,3.3410548218086844,USA
1997,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,11.181166653925,Million tonnes/yr,30.347240774387547,3.445126249629353,USA
1998,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,12.322719162559354,Million tonnes/yr,33.44557298858202,3.5393804837908776,USA
1999,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,13.464271680265648,Million tonnes/yr,36.543905227399,3.6255110541814246,USA
2000,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.605824188900002,Million tonnes/yr,39.64223744159347,3.704807856912067,USA
2001,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,14.2429465693,Million tonnes/yr,38.65733713248555,3.680275978439252,USA
2002,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.9624421702,Million tonnes/yr,48.75256530084167,3.9070620261112463,USA
2003,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,17.5995645506,Million tonnes/yr,47.76766499173375,3.8870674906125546,USA
2004,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,19.5953914584,Million tonnes/yr,53.18461669182727,3.9923970432856626,USA
2005,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.033203306022,Million tonnes/yr,48.944620861117706,3.910914808827414,USA
2006,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,18.530345644874,Million tonnes/yr,50.29393428459554,3.9375725051194523,USA
2007,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,25.175542053799003,Million tonnes/yr,68.32992119513419,4.2388765762904645,USA
2008,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,23.640569722891,Million tonnes/yr,64.16379288760773,4.176903990873535,USA
2009,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.7705706299,Million tonnes/yr,61.802494396521496,4.139994792375179,USA
2010,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,22.4076930103,Million tonnes/yr,60.81759408741359,4.1241880179171,USA
2011,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,24.0406422985,Million tonnes/yr,65.24964547839919,4.193430113582568,USA
2012,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,26.504581335584,Million tonnes/yr,71.93711857724192,4.289597680586547,USA
2013,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,58.967613185,Million tonnes/yr,160.04630023003574,5.081691902710074,USA
2014,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,56.985394187935,Million tonnes/yr,154.66628229153378,5.04771449977847,USA
2015,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,50.371042376676,Million tonnes/yr,136.7140119072693,4.925179157328033,USA
2016,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.760863657617,Million tonnes/yr,113.34478982291132,4.739218356010644,USA
2017,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,41.612083833581,Million tonnes/yr,112.94098069617708,4.73568060114332,USA
2018,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,42.095618261698,Million tonnes/yr,114.25336035806336,4.747132838571553,USA
2019,American Consolidated Natural Resources,Investor-owned Company,Bituminous Coal,43.274063331349,Million tonnes/yr,117.45182411189133,4.774506330333338,USA
