year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e,log_total_emissions_MtCO2e,country
1958,China (Coal),Nation State,Bituminous Coal,217.2078689,Million tonnes/yr,589.5323537893955,6.381024424635026,China
1958,China (Coal),Nation State,Anthracite Coal,39.03348217,Million tonnes/yr,113.887492109343,4.743953320002628,China
1958,China (Coal),Nation State,Metallurgical Coal,55.08128386,Million tonnes/yr,163.4050772586573,5.102333365713667,China
1959,China (Coal),Nation State,Lignite Coal,20.5796018,Million tonnes/yr,27.5604109322813,3.3520215257530714,China
1959,China (Coal),Nation State,Bituminous Coal,246.157534,Million tonnes/yr,668.1057696340815,6.505942148728849,China
1959,China (Coal),Nation State,Anthracite Coal,44.23590068,Million tonnes/yr,129.06652211303802,4.868046028139233,China
1959,China (Coal),Nation State,Metallurgical Coal,62.42256819,Million tonnes/yr,185.18385671068404,5.226734662430737,China
1960,China (Coal),Nation State,Lignite Coal,22.99989164963489,Million tonnes/yr,30.80168758473659,3.459519357080446,China
1960,China (Coal),Nation State,Bituminous Coal,275.107199187609,Million tonnes/yr,746.6791857165504,6.616973989871369,China
1960,China (Coal),Nation State,Anthracite Coal,49.438319197669664,Million tonnes/yr,144.24555213911074,4.978425773157205,China
1960,China (Coal),Nation State,Metallurgical Coal,69.76385252323031,Million tonnes/yr,206.96263617229388,5.337358429778188,China
1961,China (Coal),Nation State,Lignite Coal,13.749935229269528,Million tonnes/yr,18.414052365722632,2.9659971526039324,China
1961,China (Coal),Nation State,Bituminous Coal,164.46626039967398,Million tonnes/yr,446.38429585162913,6.1034179475272134,China
1961,China (Coal),Nation State,Anthracite Coal,29.555516916383528,Million tonnes/yr,86.23375401001745,4.4685913432868265,China
1961,China (Coal),Nation State,Metallurgical Coal,41.706650965960726,Million tonnes/yr,123.72766293201406,4.826132663946236,China
1962,China (Coal),Nation State,Lignite Coal,13.749935229269528,Million tonnes/yr,18.414052365722632,2.9659971526039324,China
1962,China (Coal),Nation State,Bituminous Coal,164.46626039967398,Million tonnes/yr,446.38429585162913,6.1034179475272134,China
1962,China (Coal),Nation State,Anthracite Coal,29.555516916383528,Million tonnes/yr,86.23375401001745,4.4685913432868265,China
1962,China (Coal),Nation State,Metallurgical Coal,41.706650965960726,Million tonnes/yr,123.72766293201406,4.826132663946236,China
1963,China (Coal),Nation State,Lignite Coal,14.999929341846023,Million tonnes/yr,20.088057127347344,3.04870686731431,China
1963,China (Coal),Nation State,Bituminous Coal,179.41773858483728,Million tonnes/yr,486.9646862940589,6.190243039083217,China
1963,China (Coal),Nation State,Anthracite Coal,32.24238208977549,Million tonnes/yr,94.07318619034001,4.5546469759604,China
1963,China (Coal),Nation State,Metallurgical Coal,45.49816469261314,Million tonnes/yr,134.97563229680978,4.912475695394258,China
1964,China (Coal),Nation State,Lignite Coal,15.999924624649667,Million tonnes/yr,21.42726092692773,3.1102772245763037,China
1964,China (Coal),Nation State,Bituminous Coal,191.37892111482404,Million tonnes/yr,519.4289985987576,6.254653468757554,China
1964,China (Coal),Nation State,Anthracite Coal,34.39187422486029,Million tonnes/yr,100.34473192401047,4.618527892504234,China
1964,China (Coal),Nation State,Metallurgical Coal,48.531375670306296,Million tonnes/yr,143.97400777788118,4.976554469647904,China
1965,China (Coal),Nation State,Lignite Coal,16.49992227512343,Million tonnes/yr,22.096862838867157,3.1396968004637795,China
1965,China (Coal),Nation State,Bituminous Coal,197.35951242517712,Million tonnes/yr,535.6611548742197,6.2853668988369495,China
1965,China (Coal),Nation State,Anthracite Coal,35.46662029240268,Million tonnes/yr,103.48050479084569,4.649000496975539,China
1965,China (Coal),Nation State,Metallurgical Coal,50.04798115915287,Million tonnes/yr,148.47319551841687,5.007117082564425,China
1966,China (Coal),Nation State,Lignite Coal,17.99991520840084,Million tonnes/yr,24.10566855038697,3.2230936593008623,China
1966,China (Coal),Nation State,Bituminous Coal,215.30128626551695,Million tonnes/yr,584.3576234543807,6.372222982594834,China
1966,China (Coal),Nation State,Anthracite Coal,38.69085850410181,Million tonnes/yr,112.8878234178204,4.7352139588368045,China
1966,China (Coal),Nation State,Metallurgical Coal,54.5977976256926,Million tonnes/yr,161.97075874002397,5.093570790480711,China
1967,China (Coal),Nation State,Lignite Coal,12.49994111669303,Million tonnes/yr,16.740047604097914,2.875824660310635,China
1967,China (Coal),Nation State,Bituminous Coal,149.51478212379126,Million tonnes/yr,405.8039051629741,6.008331263840653,China
1967,China (Coal),Nation State,Anthracite Coal,26.868651742991567,Million tonnes/yr,78.39432182969486,4.374426852215966,China
1967,China (Coal),Nation State,Metallurgical Coal,37.91513723930832,Million tonnes/yr,112.47969356721832,4.73162390961288,China
1968,China (Coal),Nation State,Lignite Coal,16.479307369920825,Million tonnes/yr,22.069255149260943,3.138500785113116,China
1968,China (Coal),Nation State,Bituminous Coal,197.11293263740808,Million tonnes/yr,534.9919030491524,6.28411905470512,China
1968,China (Coal),Nation State,Anthracite Coal,35.422308517014514,Million tonnes/yr,103.35121689006624,4.647762295075398,China
1968,China (Coal),Nation State,Metallurgical Coal,49.98545151203805,Million tonnes/yr,148.2876939995394,5.005875276496602,China
1969,China (Coal),Nation State,Lignite Coal,19.879919091591248,Million tonnes/yr,26.623388770562084,3.3186628330894186,China
1969,China (Coal),Nation State,Bituminous Coal,237.78846190306783,Million tonnes/yr,645.3909444423244,6.471404497892054,China
1969,China (Coal),Nation State,Anthracite Coal,42.73193110770108,Million tonnes/yr,124.678409311523,4.83372633721166,China
1969,China (Coal),Nation State,Metallurgical Coal,60.300272905867686,Million tonnes/yr,178.88781928078734,5.192333430386176,China
1970,China (Coal),Nation State,Lignite Coal,25.66212910824342,Million tonnes/yr,34.366982922888525,3.565778699123586,China
1970,China (Coal),Nation State,Bituminous Coal,306.950857454384,Million tonnes/yr,833.1073013568719,6.726362052784211,China
1970,China (Coal),Nation State,Anthracite Coal,55.16080464749429,Million tonnes/yr,160.9419748070741,5.087238090867287,China
1970,China (Coal),Nation State,Metallurgical Coal,77.83901845073943,Million tonnes/yr,230.91856130314116,5.446386281175485,China
1971,China (Coal),Nation State,Lignite Coal,25.836778287269954,Million tonnes/yr,34.600874870348704,3.5723702125658194,China
1971,China (Coal),Nation State,Bituminous Coal,309.0398779574138,Million tonnes/yr,838.7771934307749,6.733136610737695,China
1971,China (Coal),Nation State,Anthracite Coal,55.53621344735642,Million tonnes/yr,162.03730026499431,5.093979010609363,China
1971,China (Coal),Nation State,Metallurgical Coal,78.36876874569018,Million tonnes/yr,232.49012757407704,5.453139796018447,China
1972,China (Coal),Nation State,Lignite Coal,26.258176300604617,Million tonnes/yr,35.16521535304698,3.5880977550200552,China
1972,China (Coal),Nation State,Bituminous Coal,314.0803203063041,Million tonnes/yr,852.4576547194453,6.749295927318219,China
1972,China (Coal),Nation State,Anthracite Coal,56.442009437751395,Million tonnes/yr,164.68012965078933,5.110058999624379,China
1972,China (Coal),Nation State,Metallurgical Coal,79.64696385618612,Million tonnes/yr,236.28204301513856,5.469249488497272,China
1973,China (Coal),Nation State,Lignite Coal,26.01367745268906,Million tonnes/yr,34.83778002234869,3.5790026448475682,China
1973,China (Coal),Nation State,Bituminous Coal,311.15581118838185,Million tonnes/yr,844.5201303898779,6.739951976913727,China
1973,China (Coal),Nation State,Anthracite Coal,55.91645860755705,Million tonnes/yr,163.1467367096692,5.100760763821082,China
1973,China (Coal),Nation State,Metallurgical Coal,78.90534377075214,Million tonnes/yr,234.08194020589892,5.459934135096042,China
1974,China (Coal),Nation State,Lignite Coal,27.411520871293558,Million tonnes/yr,36.70978607038237,3.6299196382332877,China
1974,China (Coal),Nation State,Bituminous Coal,327.87575022849813,Million tonnes/yr,889.9003694551254,6.792232602425273,China
1974,China (Coal),Nation State,Anthracite Coal,58.92112619415277,Million tonnes/yr,171.91341692972446,5.152790989040771,China
1974,China (Coal),Nation State,Metallurgical Coal,83.14531774425672,Million tonnes/yr,246.66031939684487,5.512058127444705,China
1975,China (Coal),Nation State,Lignite Coal,28.49376577762916,Million tonnes/yr,38.159139397907765,3.6676338408607543,China
1975,China (Coal),Nation State,Bituminous Coal,340.8207400706782,Million tonnes/yr,925.0348715801553,6.830911892231028,China
1975,China (Coal),Nation State,Anthracite Coal,61.247414065463126,Million tonnes/yr,178.70079732366585,5.191293230750543,China
1975,China (Coal),Nation State,Metallurgical Coal,86.42801032410763,Million tonnes/yr,256.3988112589872,5.55062667688791,China
1976,China (Coal),Nation State,Lignite Coal,29.305511953978904,Million tonnes/yr,39.24623808962818,3.6950165358848546,China
1976,China (Coal),Nation State,Bituminous Coal,350.5302300482492,Million tonnes/yr,951.3877772532329,6.858972280902923,China
1976,China (Coal),Nation State,Anthracite Coal,62.992264306240706,Million tonnes/yr,183.7917245733302,5.2192293777575625,China
1976,China (Coal),Nation State,Metallurgical Coal,88.89021933306826,Million tonnes/yr,263.7032425492743,5.578609359060838,China
1977,China (Coal),Nation State,Lignite Coal,30.31255720503226,Million tonnes/yr,40.594883278012375,3.7279771615776256,China
1977,China (Coal),Nation State,Bituminous Coal,362.57573898667266,Million tonnes/yr,984.0809631540131,6.89272383388962,China
1977,China (Coal),Nation State,Anthracite Coal,65.15691036494297,Million tonnes/yr,190.1074847162838,5.252836016969475,China
1977,China (Coal),Nation State,Metallurgical Coal,91.94481440765428,Million tonnes/yr,272.76505645733965,5.61227028037563,China
1978,China (Coal),Nation State,Lignite Coal,34.06028954729724,Million tonnes/yr,45.61388434619747,3.8418984440973984,China
1978,China (Coal),Nation State,Bituminous Coal,407.4032609049437,Million tonnes/yr,1105.749089842328,7.0091822492422065,China
1978,China (Coal),Nation State,Anthracite Coal,73.21266953385229,Million tonnes/yr,213.611670296966,5.368830210344094,China
1978,China (Coal),Nation State,Metallurgical Coal,103.31253091193194,Million tonnes/yr,306.4887183523188,5.728438398288399,China
1979,China (Coal),Nation State,Lignite Coal,34.913885528609164,Million tonnes/yr,46.75702872011343,3.8661262544211112,China
1979,China (Coal),Nation State,Bituminous Coal,417.6133264065257,Million tonnes/yr,1133.460627080708,7.0339125985323445,China
1979,China (Coal),Nation State,Anthracite Coal,75.04747602068002,Million tonnes/yr,218.96506173615876,5.393468723450485,China
1979,China (Coal),Nation State,Metallurgical Coal,105.90167978302604,Million tonnes/yr,314.1697316052168,5.753111324201361,China
1980,China (Coal),Nation State,Lignite Coal,34.17920547314268,Million tonnes/yr,45.773137757149925,3.8453090585862015,China
1980,China (Coal),Nation State,Bituminous Coal,408.8256426155394,Million tonnes/yr,1109.6096315532754,7.012664361157148,China
1980,China (Coal),Nation State,Anthracite Coal,73.46827956369046,Million tonnes/yr,214.357460414524,5.3722992541065775,China
1980,China (Coal),Nation State,Metallurgical Coal,103.67322965779678,Million tonnes/yr,307.558773411038,5.73191233868802,China
1981,China (Coal),Nation State,Lignite Coal,34.26132727766946,Million tonnes/yr,45.883116108590066,3.8476576129528643,China
1981,China (Coal),Nation State,Bituminous Coal,409.8079211619852,Million tonnes/yr,1112.275672090829,7.015062004426225,China
1981,China (Coal),Nation State,Anthracite Coal,73.64480057387976,Million tonnes/yr,214.87249351014967,5.374687925560523,China
1981,China (Coal),Nation State,Metallurgical Coal,103.922323629699,Million tonnes/yr,308.2977398415737,5.73430437233026,China
1982,China (Coal),Nation State,Lignite Coal,36.724430274973976,Million tonnes/yr,49.18172856154074,3.915650987565804,China
1982,China (Coal),Nation State,Bituminous Coal,439.2696846136835,Million tonnes/yr,1192.238994057136,7.084426732342221,China
1982,China (Coal),Nation State,Anthracite Coal,78.93924603883445,Million tonnes/yr,230.32002938428192,5.4438021603187225,China
1982,China (Coal),Nation State,Metallurgical Coal,111.39346983030958,Million tonnes/yr,330.46176973645527,5.803512477896903,China
1983,China (Coal),Nation State,Lignite Coal,39.381539140458415,Million tonnes/yr,52.74015563589545,3.9841604992735022,China
1983,China (Coal),Nation State,Bituminous Coal,471.05199869804335,Million tonnes/yr,1278.5006130579316,7.154225134738401,China
1983,China (Coal),Nation State,Anthracite Coal,84.65070757497612,Million tonnes/yr,246.98428772016973,5.51336538819085,China
1983,China (Coal),Nation State,Metallurgical Coal,119.4530795754198,Million tonnes/yr,354.3715456309629,5.8731638495748895,China
1984,China (Coal),Nation State,Lignite Coal,43.49865245429292,Million tonnes/yr,58.25383543819586,4.081830511054249,China
1984,China (Coal),Nation State,Bituminous Coal,520.2977746025532,Million tonnes/yr,1412.1604953181677,7.253583961031268,China
1984,China (Coal),Nation State,Anthracite Coal,93.5004519233178,Million tonnes/yr,272.8050737123579,5.6124164434071195,China
1984,China (Coal),Nation State,Metallurgical Coal,131.941211716767,Million tonnes/yr,391.41905168691846,5.9723302782122,China
1985,China (Coal),Nation State,Lignite Coal,48.07597856201988,Million tonnes/yr,64.38383687000271,4.180275085257864,China
1985,China (Coal),Nation State,Bituminous Coal,575.048265805575,Million tonnes/yr,1560.760940198473,7.35356927143861,China
1985,China (Coal),Nation State,Anthracite Coal,103.3394248131954,Million tonnes/yr,301.51211917860087,5.712121340068713,China
1985,China (Coal),Nation State,Metallurgical Coal,145.825272931158,Million tonnes/yr,432.60774476763726,6.0721403115149,China
1986,China (Coal),Nation State,Lignite Coal,49.275287605725296,Million tonnes/yr,65.98996367461963,4.20454281226924,China
1986,China (Coal),Nation State,Bituminous Coal,589.3934878406604,Million tonnes/yr,1599.695867164074,7.378193730656443,China
1986,China (Coal),Nation State,Anthracite Coal,105.9173423012838,Million tonnes/yr,309.0336760897814,5.7366809241267855,China
1986,China (Coal),Nation State,Metallurgical Coal,149.46304747916338,Million tonnes/yr,443.399628859832,6.096724222616233,China
1987,China (Coal),Nation State,Lignite Coal,51.15196375441992,Million tonnes/yr,68.50322735909164,4.241373188314053,China
1987,China (Coal),Nation State,Bituminous Coal,611.8408596711845,Million tonnes/yr,1660.6211550859732,7.415549004236977,China
1987,China (Coal),Nation State,Anthracite Coal,109.9512619790244,Million tonnes/yr,320.80339198311515,5.773940775158775,China
1987,China (Coal),Nation State,Metallurgical Coal,155.15542901088838,Million tonnes/yr,460.28674511408406,6.134019856385689,China
1988,China (Coal),Nation State,Lignite Coal,54.00583427129808,Million tonnes/yr,72.32515962761028,4.29490379184867,China
1988,China (Coal),Nation State,Bituminous Coal,645.97668664716,Million tonnes/yr,1753.2705352746775,7.469808400077666,China
1988,China (Coal),Nation State,Anthracite Coal,116.0856630823602,Million tonnes/yr,338.70165568936085,5.828067749129818,China
1988,China (Coal),Nation State,Metallurgical Coal,163.8118610952948,Million tonnes/yr,485.9670643515949,6.188196491127417,China
1989,China (Coal),Nation State,Lignite Coal,58.0997991512877,Million tonnes/yr,77.8078388131153,4.367012469240091,China
1989,China (Coal),Nation State,Bituminous Coal,694.9455787781237,Million tonnes/yr,1886.1789164793977,7.542838356178261,China
1989,China (Coal),Nation State,Anthracite Coal,124.8856498174848,Million tonnes/yr,364.37726452932986,5.900930421234523,China
1989,China (Coal),Nation State,Metallurgical Coal,176.2297788704658,Million tonnes/yr,522.8062712698824,6.261121904643946,China
1990,China (Coal),Nation State,Lignite Coal,59.4859490812488,Million tonnes/yr,79.66418482285592,4.390294670356463,China
1990,China (Coal),Nation State,Bituminous Coal,711.5256492822876,Million tonnes/yr,1931.1795328926728,7.566403936383002,China
1990,China (Coal),Nation State,Anthracite Coal,127.865182270812,Million tonnes/yr,373.0706082922554,5.924444571820804,China
1990,China (Coal),Nation State,Metallurgical Coal,180.4342838606292,Million tonnes/yr,535.2794275691855,6.284655345322456,China
1991,China (Coal),Nation State,Lignite Coal,59.76042330217109,Million tonnes/yr,80.03176347634259,4.394841219488225,China
1991,China (Coal),Nation State,Bituminous Coal,714.808700997159,Million tonnes/yr,1940.090191677192,7.571005048692867,China
1991,China (Coal),Nation State,Anthracite Coal,128.4551652745422,Million tonnes/yr,374.7919941627071,5.9290357833003595,China
1991,China (Coal),Nation State,Metallurgical Coal,181.266825955002,Million tonnes/yr,537.7492611627133,6.289250270025302,China
1992,China (Coal),Nation State,Lignite Coal,61.42876359162149,Million tonnes/yr,82.26602167040222,4.422040562841271,China
1992,China (Coal),Nation State,Bituminous Coal,734.7641177771363,Million tonnes/yr,1994.2519671447496,7.598525620669553,China
1992,China (Coal),Nation State,Anthracite Coal,132.0412665059046,Million tonnes/yr,385.25511589782064,5.9564980731671415,China
1992,China (Coal),Nation State,Metallurgical Coal,186.327277918983,Million tonnes/yr,552.7616843705633,6.31673442158019,China
1993,China (Coal),Nation State,Lignite Coal,63.45866028909,Million tonnes/yr,84.9844798639088,4.4541668132686985,China
1993,China (Coal),Nation State,Bituminous Coal,759.0441972111382,Million tonnes/yr,2060.151478296947,7.631020075665123,China
1993,China (Coal),Nation State,Anthracite Coal,136.40453398412458,Million tonnes/yr,397.98576565979994,5.9889257412153984,China
1993,China (Coal),Nation State,Metallurgical Coal,192.4844118524484,Million tonnes/yr,571.0275430358595,6.349187142381114,China
1994,China (Coal),Nation State,Lignite Coal,67.76537025425009,Million tonnes/yr,90.75206941979432,4.519090041664454,China
1994,China (Coal),Nation State,Bituminous Coal,810.5577840251195,Million tonnes/yr,2199.966514650728,7.6966518677127445,China
1994,China (Coal),Nation State,Anthracite Coal,145.6618168027842,Million tonnes/yr,424.99562143880456,6.054429067903883,China
1994,China (Coal),Nation State,Metallurgical Coal,205.5476333214696,Million tonnes/yr,609.7811189114301,6.414738660802889,China
1995,China (Coal),Nation State,Lignite Coal,71.21944644508775,Million tonnes/yr,95.3778031990988,4.568275917832465,China
1995,China (Coal),Nation State,Bituminous Coal,851.8728144613565,Million tonnes/yr,2312.1012511282943,7.746344436080222,China
1995,China (Coal),Nation State,Anthracite Coal,153.08636144552818,Million tonnes/yr,446.65812046293325,6.104029817121002,China
1995,China (Coal),Nation State,Metallurgical Coal,216.0246245023416,Million tonnes/yr,640.8623398521045,6.4643738567914895,China
1996,China (Coal),Nation State,Lignite Coal,75.23013209522958,Million tonnes/yr,100.7489539974642,4.622508544146662,China
1996,China (Coal),Nation State,Bituminous Coal,899.845583902557,Million tonnes/yr,2442.306016865798,7.801107326149736,China
1996,China (Coal),Nation State,Anthracite Coal,161.70733929978178,Million tonnes/yr,471.8114373787817,6.158696656532761,China
1996,China (Coal),Nation State,Metallurgical Coal,228.1899375555498,Million tonnes/yr,676.9521652887776,6.519076732780019,China
1997,China (Coal),Nation State,Lignite Coal,73.04210958752562,Million tonnes/yr,97.8187321191477,4.593287183130355,China
1997,China (Coal),Nation State,Bituminous Coal,873.6741239116883,Million tonnes/yr,2371.2730359307234,7.7716038613898055,China
1997,China (Coal),Nation State,Anthracite Coal,157.00417997737858,Million tonnes/yr,458.08908952658703,6.129244286055746,China
1997,China (Coal),Nation State,Metallurgical Coal,221.55317242226937,Million tonnes/yr,657.2634245160012,6.4896051924198845,China
1998,China (Coal),Nation State,Lignite Coal,71.80554259426883,Million tonnes/yr,96.16270909155674,4.576386986531964,China
1998,China (Coal),Nation State,Bituminous Coal,858.8832507166907,Million tonnes/yr,2331.1285497599124,7.754536670204919,China
1998,China (Coal),Nation State,Anthracite Coal,154.3461764008836,Million tonnes/yr,450.33386645870166,6.112207346026533,China
1998,China (Coal),Nation State,Metallurgical Coal,217.8023861775408,Million tonnes/yr,646.136277994537,6.47255690291573,China
1999,China (Coal),Nation State,Lignite Coal,70.78706687114394,Million tonnes/yr,94.7987560993334,4.5622497005431795,China
1999,China (Coal),Nation State,Bituminous Coal,846.7010191304182,Million tonnes/yr,2298.064279584834,7.740257484174329,China
1999,China (Coal),Nation State,Anthracite Coal,152.15696051576035,Million tonnes/yr,443.94641924718326,6.097953868730729,China
1999,China (Coal),Nation State,Metallurgical Coal,214.7131199008512,Million tonnes/yr,636.9716079062711,6.4582937806402505,China
2000,China (Coal),Nation State,Lignite Coal,76.28965731265332,Million tonnes/yr,102.16788088774608,4.636357572896936,China
2000,China (Coal),Nation State,Bituminous Coal,912.5188178211181,Million tonnes/yr,2476.7029356329194,7.815087174305857,China
2000,China (Coal),Nation State,Anthracite Coal,163.98479114133,Million tonnes/yr,478.45632951277327,6.172652815124341,China
2000,China (Coal),Nation State,Metallurgical Coal,231.40371620873935,Million tonnes/yr,686.4862159193227,6.533041779767837,China
2001,China (Coal),Nation State,Lignite Coal,81.10353236891675,Million tonnes/yr,108.6146710645744,4.696971225633688,China
2001,China (Coal),Nation State,Bituminous Coal,970.0987276326899,Million tonnes/yr,2632.98281598028,7.876252358356464,China
2001,China (Coal),Nation State,Anthracite Coal,174.3322264913784,Million tonnes/yr,508.64690940129503,6.2337181514368964,China
2001,China (Coal),Nation State,Metallurgical Coal,246.0052836895272,Million tonnes/yr,729.8034753419616,6.594144580023417,China
2002,China (Coal),Nation State,Lignite Coal,85.45068058827431,Million tonnes/yr,114.43641593959089,4.748719867029308,China
2002,China (Coal),Nation State,Bituminous Coal,1022.0960059746718,Million tonnes/yr,2774.1106583868723,7.928445902281643,China
2002,China (Coal),Nation State,Anthracite Coal,183.6764314681122,Million tonnes/yr,535.9103768501141,6.285831184584115,China
2002,China (Coal),Nation State,Metallurgical Coal,259.1911635026706,Million tonnes/yr,768.9209315557003,6.646287823283833,China
2003,China (Coal),Nation State,Lignite Coal,101.1308774404068,Million tonnes/yr,135.43549419891048,4.915851932957283,China
2003,China (Coal),Nation State,Bituminous Coal,1209.650587193316,Million tonnes/yr,3283.1598668237752,8.096866149906273,China
2003,China (Coal),Nation State,Anthracite Coal,217.3810500848136,Million tonnes/yr,634.2499118688006,6.454018483465593,China
2003,China (Coal),Nation State,Metallurgical Coal,306.7527328389864,Million tonnes/yr,910.0178953029008,6.814562540648695,China
2004,China (Coal),Nation State,Lignite Coal,116.9881980968538,Million tonnes/yr,156.67177844891148,5.060515520750129,China
2004,China (Coal),Nation State,Bituminous Coal,1399.32378845583,Million tonnes/yr,3797.9593046035343,8.242482440996408,China
2004,China (Coal),Nation State,Anthracite Coal,251.4663967949754,Million tonnes/yr,733.7002923803627,6.5994626505849965,China
2004,China (Coal),Nation State,Metallurgical Coal,354.85155861015534,Million tonnes/yr,1052.708693163845,6.960071308703219,China
2005,China (Coal),Nation State,Lignite Coal,130.3555832073174,Million tonnes/yr,174.5735158253089,5.168057848785997,China
2005,China (Coal),Nation State,Bituminous Coal,1559.2142751816718,Million tonnes/yr,4231.924314551743,8.35064836050087,China
2005,China (Coal),Nation State,Anthracite Coal,280.1996214126042,Million tonnes/yr,817.5348546585706,6.707515979482507,China
2005,China (Coal),Nation State,Metallurgical Coal,395.39784890812615,Million tonnes/yr,1172.9940103240588,7.068166898436406,China
2006,China (Coal),Nation State,Lignite Coal,141.6313450972794,Million tonnes/yr,189.67413022407288,5.250565846477412,China
2006,China (Coal),Nation State,Bituminous Coal,1694.086357193448,Million tonnes/yr,4597.985895891068,8.433591100757893,China
2006,China (Coal),Nation State,Anthracite Coal,304.43689707498174,Million tonnes/yr,888.251644124833,6.790380259716181,China
2006,China (Coal),Nation State,Metallurgical Coal,429.5997747646968,Million tonnes/yr,1274.458027597018,7.15106063041324,China
2007,China (Coal),Nation State,Lignite Coal,152.1120642104556,Million tonnes/yr,203.71001529279908,5.321594418157227,China
2007,China (Coal),Nation State,Bituminous Coal,1819.448741812464,Million tonnes/yr,4938.236836408904,8.50496611169079,China
2007,China (Coal),Nation State,Anthracite Coal,326.965226444469,Million tonnes/yr,953.9822628313565,6.861692767356792,China
2007,China (Coal),Nation State,Metallurgical Coal,461.390156616018,Million tonnes/yr,1368.767917244847,7.2223966010008676,China
2008,China (Coal),Nation State,Lignite Coal,160.02188887789438,Million tonnes/yr,214.30293251031824,5.372046024854977,China
2008,China (Coal),Nation State,Bituminous Coal,1914.060044896194,Million tonnes/yr,5195.025066432524,8.555649201957554,China
2008,China (Coal),Nation State,Anthracite Coal,343.96741259316417,Million tonnes/yr,1003.5893240824614,6.912334104226291,China
2008,China (Coal),Nation State,Metallurgical Coal,485.3824367368272,Million tonnes/yr,1439.9438251397464,7.273053611991735,China
2009,China (Coal),Nation State,Lignite Coal,171.7034862717414,Million tonnes/yr,229.94704592168125,5.442188445808367,China
2009,China (Coal),Nation State,Bituminous Coal,2053.78642221063,Million tonnes/yr,5574.261880097724,8.626094569233636,China
2009,China (Coal),Nation State,Anthracite Coal,369.07703267019,Million tonnes/yr,1076.851341699448,6.982724840011031,China
2009,China (Coal),Nation State,Metallurgical Coal,520.8153531830717,Million tonnes/yr,1545.059720116239,7.343464857195757,China
2010,China (Coal),Nation State,Lignite Coal,188.959686831156,Million tonnes/yr,253.056724290061,5.537557566062067,China
2010,China (Coal),Nation State,Bituminous Coal,2260.191959504814,Million tonnes/yr,6134.475204101315,8.72184281202653,China
2010,China (Coal),Nation State,Anthracite Coal,406.16927480054574,Million tonnes/yr,1185.0749025526852,7.0784047331727855,China
2010,China (Coal),Nation State,Metallurgical Coal,573.1572966611874,Million tonnes/yr,1700.338223421441,7.4391704106204735,China
2011,China (Coal),Nation State,Lignite Coal,207.4777397222112,Million tonnes/yr,277.85628806700447,5.630696552579538,China
2011,China (Coal),Nation State,Bituminous Coal,2481.690814502808,Million tonnes/yr,6735.653890720359,8.81531862524884,China
2011,China (Coal),Nation State,Anthracite Coal,445.9738713164112,Million tonnes/yr,1301.2122651347076,7.171819839537938,China
2011,China (Coal),Nation State,Metallurgical Coal,629.3267225606184,Million tonnes/yr,1866.9714014352207,7.532608308947407,China
2012,China (Coal),Nation State,Lignite Coal,217.4366717819028,Million tonnes/yr,291.193390634838,5.677415879741265,China
2012,China (Coal),Nation State,Bituminous Coal,2600.8119801888,Million tonnes/yr,7058.965295360725,8.86219541480392,China
2012,China (Coal),Nation State,Anthracite Coal,467.3806184183795,Million tonnes/yr,1363.6704575922554,7.2186682554624975,China
2012,China (Coal),Nation State,Metallurgical Coal,659.5344069555846,Million tonnes/yr,1956.586033783128,7.579467377746212,China
2013,China (Coal),Nation State,Lignite Coal,219.0457004533884,Million tonnes/yr,293.3482181100696,5.684763481812562,China
2013,China (Coal),Nation State,Bituminous Coal,2620.057957562148,Million tonnes/yr,7111.201553647991,8.869567116731428,China
2013,China (Coal),Nation State,Anthracite Coal,470.8392293182176,Million tonnes/yr,1373.7616024163094,7.226035615007746,China
2013,China (Coal),Nation State,Metallurgical Coal,664.4149535495836,Million tonnes/yr,1971.064746648353,7.58683636760957,China
2014,China (Coal),Nation State,Lignite Coal,213.511965288888,Million tonnes/yr,285.9373839935394,5.659264017717621,China
2014,China (Coal),Nation State,Bituminous Coal,2553.867629090166,Million tonnes/yr,6931.551799982088,8.843983249511362,China
2014,China (Coal),Nation State,Anthracite Coal,458.9444530371732,Million tonnes/yr,1339.056365667255,7.200466955991082,China
2014,China (Coal),Nation State,Metallurgical Coal,647.6298882274548,Million tonnes/yr,1921.2698852445164,7.561261998634185,China
2015,China (Coal),Nation State,Lignite Coal,206.4915517139418,Million tonnes/yr,276.5355751091671,5.6259491235613455,China
2015,China (Coal),Nation State,Bituminous Coal,2469.8927846558217,Million tonnes/yr,6703.632397479828,8.810553969079319,China
2015,China (Coal),Nation State,Anthracite Coal,443.8540581309924,Million tonnes/yr,1295.0273132932034,7.16705895176206,China
2015,China (Coal),Nation State,Metallurgical Coal,626.3353923214794,Million tonnes/yr,1858.0972700682937,7.527846310219351,China
2016,China (Coal),Nation State,Lignite Coal,185.40688696786495,Million tonnes/yr,248.2987787698297,5.518652091880649,China
2016,China (Coal),Nation State,Bituminous Coal,2279.66941377762,Million tonnes/yr,6187.339722875076,8.73042211045669,China
2016,China (Coal),Nation State,Anthracite Coal,398.5325234196948,Million tonnes/yr,1162.7932506406216,7.05943999279058,China
2016,China (Coal),Nation State,Metallurgical Coal,547.0219331031042,Million tonnes/yr,1622.804607606559,7.392527197969929,China
